action,id,name,slug,image_filename,image_size,reason,new_slug
DEACTIVATE,5848,OH-Circleville Pumpkin Show,oh-circleville-pumpkin-show,OH-Circleville-Pumpkin-Show.jpg,62831,"equal size (62831 bytes) — new uses preferred "" - "" format",
KEEP,13676,OH - Civil Air Patrol,oh-civil-air-patrol-v1,oh-civil-air-patrol.png,32401,"equal size (32401 bytes) — new uses preferred "" - "" format",oh-civil-air-patrol
DEACTIVATE,5849,OH-Civil Air Patrol,oh-civil-air-patrol,OH-Civil-Air-Patrol.jpg,32401,"equal size (32401 bytes) — new uses preferred "" - "" format",
KEEP,13841,OH - Coal Keeps The Lights On Friends Of Coal,oh-coal-keeps-the-lights-on-friends-of-coal-v1,oh-coal-keeps-the-lights-on-friends-of-coal.png,31125,"equal size (31125 bytes) — new uses preferred "" - "" format",oh-coal-keeps-the-lights-on-friends-of-coal
DEACTIVATE,5851,OH-Coal Keeps The Lights On Friends Of Coal,oh-coal-keeps-the-lights-on-friends-of-coal,OH-Coal-Keeps-The-Lights-On-Friends-Of-Coal.jpg,31125,"equal size (31125 bytes) — new uses preferred "" - "" format",
KEEP,13677,OH - Coast Guard Combat Action Ribbon Combat Veteran,oh-coast-guard-combat-action-ribbon-combat-veteran-v1,oh-coast-guard-combat-action-ribbon-combat-veteran.png,32798,"equal size (32798 bytes) — new uses preferred "" - "" format",oh-coast-guard-combat-action-ribbon-combat-veteran
DEACTIVATE,5852,OH-Coast Guard Combat Action Ribbon Combat Veteran,oh-coast-guard-combat-action-ribbon-combat-veteran,OH-Coast-Guard-Combat-Action-Ribbon-Combat-Veteran.jpg,32798,"equal size (32798 bytes) — new uses preferred "" - "" format",
KEEP,13678,OH - Coast Guard Commendation Medal For Valor,oh-coast-guard-commendation-medal-for-valor-v1,oh-coast-guard-commendation-medal-for-valor.png,32843,"equal size (32843 bytes) — new uses preferred "" - "" format",oh-coast-guard-commendation-medal-for-valor
DEACTIVATE,5853,OH-Coast Guard Commendation Medal For Valor,oh-coast-guard-commendation-medal-for-valor,OH-Coast-Guard-Commendation-Medal-For-Valor.jpg,32843,"equal size (32843 bytes) — new uses preferred "" - "" format",
KEEP,13679,OH - Coast Guard Cross For Valor,oh-coast-guard-cross-for-valor-v1,oh-coast-guard-cross-for-valor.png,33099,"equal size (33099 bytes) — new uses preferred "" - "" format",oh-coast-guard-cross-for-valor
DEACTIVATE,5854,OH-Coast Guard Cross For Valor,oh-coast-guard-cross-for-valor,OH-Coast-Guard-Cross-For-Valor.jpg,33099,"equal size (33099 bytes) — new uses preferred "" - "" format",
KEEP,13680,OH - Coast Guard Medal For Heroism,oh-coast-guard-medal-for-heroism-v1,oh-coast-guard-medal-for-heroism.png,33596,"equal size (33596 bytes) — new uses preferred "" - "" format",oh-coast-guard-medal-for-heroism
DEACTIVATE,5855,OH-Coast Guard Medal For Heroism,oh-coast-guard-medal-for-heroism,OH-Coast-Guard-Medal-For-Heroism.jpg,33596,"equal size (33596 bytes) — new uses preferred "" - "" format",
KEEP,13901,OH - Collector,oh-collector-v1,oh-collector.png,28766,"equal size (28766 bytes) — new uses preferred "" - "" format",oh-collector
DEACTIVATE,5856,OH-Collector,oh-collector,OH-Collector.jpg,28766,"equal size (28766 bytes) — new uses preferred "" - "" format",
KEEP,13681,OH - Combat Action Badge Combat Veteran,oh-combat-action-badge-combat-veteran-v1,oh-combat-action-badge-combat-veteran.png,32281,"equal size (32281 bytes) — new uses preferred "" - "" format",oh-combat-action-badge-combat-veteran
DEACTIVATE,5857,OH-Combat Action Badge Combat Veteran,oh-combat-action-badge-combat-veteran,OH-Combat-Action-Badge-Combat-Veteran.jpg,32281,"equal size (32281 bytes) — new uses preferred "" - "" format",
KEEP,13682,OH - Combat Action Ribbon Combat Veteran,oh-combat-action-ribbon-combat-veteran-v1,oh-combat-action-ribbon-combat-veteran.png,32068,"equal size (32068 bytes) — new uses preferred "" - "" format",oh-combat-action-ribbon-combat-veteran
DEACTIVATE,5858,OH-Combat Action Ribbon Combat Veteran,oh-combat-action-ribbon-combat-veteran,OH-Combat-Action-Ribbon-Combat-Veteran.jpg,32068,"equal size (32068 bytes) — new uses preferred "" - "" format",
KEEP,13683,OH - Combat Medal,oh-combat-medal-v1,oh-combat-medal.png,32958,"equal size (32958 bytes) — new uses preferred "" - "" format",oh-combat-medal
DEACTIVATE,5859,OH-Combat Medal,oh-combat-medal,OH-Combat-Medal.jpg,32958,"equal size (32958 bytes) — new uses preferred "" - "" format",
KEEP,13684,OH - Combat Medical Badge Combat Veteran,oh-combat-medical-badge-combat-veteran-v1,oh-combat-medical-badge-combat-veteran.png,32107,"equal size (32107 bytes) — new uses preferred "" - "" format",oh-combat-medical-badge-combat-veteran
DEACTIVATE,5860,OH-Combat Medical Badge Combat Veteran,oh-combat-medical-badge-combat-veteran,OH-Combat-Medical-Badge-Combat-Veteran.jpg,32107,"equal size (32107 bytes) — new uses preferred "" - "" format",
KEEP,13842,OH - Commodore,oh-commodore-v1,oh-commodore.png,29315,"equal size (29315 bytes) — new uses preferred "" - "" format",oh-commodore
DEACTIVATE,5861,OH-Commodore,oh-commodore,OH-Commodore.jpg,29315,"equal size (29315 bytes) — new uses preferred "" - "" format",
KEEP,13685,OH - Conbat Infantryman Badge No Star,oh-conbat-infantryman-badge-no-star-v1,oh-conbat-infantryman-badge-no-star.png,31474,"equal size (31474 bytes) — new uses preferred "" - "" format",oh-conbat-infantryman-badge-no-star
DEACTIVATE,5862,OH-Conbat Infantryman Badge No Star,oh-conbat-infantryman-badge-no-star,OH-Conbat-Infantryman-Badge-No-Star.jpg,31474,"equal size (31474 bytes) — new uses preferred "" - "" format",
KEEP,13686,OH - Conbat Infantryman Badge One Star,oh-conbat-infantryman-badge-one-star-v1,oh-conbat-infantryman-badge-one-star.png,74280,"equal size (74280 bytes) — new uses preferred "" - "" format",oh-conbat-infantryman-badge-one-star
DEACTIVATE,5863,OH-Conbat Infantryman Badge One Star,oh-conbat-infantryman-badge-one-star,OH-Conbat-Infantryman-Badge-One-Star.jpg,74280,"equal size (74280 bytes) — new uses preferred "" - "" format",
KEEP,13687,OH - Conbat Infantryman Badge Two Star,oh-conbat-infantryman-badge-two-star-v1,oh-conbat-infantryman-badge-two-star.png,73929,"equal size (73929 bytes) — new uses preferred "" - "" format",oh-conbat-infantryman-badge-two-star
DEACTIVATE,5864,OH-Conbat Infantryman Badge Two Star,oh-conbat-infantryman-badge-two-star,OH-Conbat-Infantryman-Badge-Two-Star.jpg,73929,"equal size (73929 bytes) — new uses preferred "" - "" format",
KEEP,13787,OH - Cuyahoga Heights Schools,oh-cuyahoga-heights-schools-v1,oh-cuyahoga-heights-schools.png,32660,"equal size (32660 bytes) — new uses preferred "" - "" format",oh-cuyahoga-heights-schools
DEACTIVATE,5865,OH-Cuyahoga Heights Schools,oh-cuyahoga-heights-schools,OH-Cuyahoga-Heights-Schools.jpg,32660,"equal size (32660 bytes) — new uses preferred "" - "" format",
KEEP,13762,OH - Cuyahoga Valley,oh-cuyahoga-valley-v1,oh-cuyahoga-valley.png,34289,"equal size (34289 bytes) — new uses preferred "" - "" format",oh-cuyahoga-valley
DEACTIVATE,5868,OH-Cuyahoga Valley,oh-cuyahoga-valley,OH-Cuyahoga-Valley.jpg,34289,"equal size (34289 bytes) — new uses preferred "" - "" format",
KEEP,13843,OH - Cuyahoga Valley Career Center,oh-cuyahoga-valley-career-center-v1,oh-cuyahoga-valley-career-center.png,31121,"equal size (31121 bytes) — new uses preferred "" - "" format",oh-cuyahoga-valley-career-center
DEACTIVATE,5866,OH-Cuyahoga Valley Career Center,oh-cuyahoga-valley-career-center,OH-Cuyahoga-Valley-Career-Center.jpg,31121,"equal size (31121 bytes) — new uses preferred "" - "" format",
KEEP,13761,OH - Cuyahoga Valley Scenic Railroad,oh-cuyahoga-valley-scenic-railroad-v1,oh-cuyahoga-valley-scenic-railroad.png,51006,"equal size (51006 bytes) — new uses preferred "" - "" format",oh-cuyahoga-valley-scenic-railroad
DEACTIVATE,5867,OH-Cuyahoga Valley Scenic Railroad,oh-cuyahoga-valley-scenic-railroad,OH-Cuyahoga-Valley-Scenic-Railroad.jpg,51006,"equal size (51006 bytes) — new uses preferred "" - "" format",
KEEP,13645,OH - Delta Sigma Theta,oh-delta-sigma-theta-v1,oh-delta-sigma-theta.png,34496,"equal size (34496 bytes) — new uses preferred "" - "" format",oh-delta-sigma-theta
DEACTIVATE,5871,OH-Delta Sigma Theta,oh-delta-sigma-theta,OH-Delta-Sigma-Theta.jpg,34496,"equal size (34496 bytes) — new uses preferred "" - "" format",
KEEP,13902,OH - Disability,oh-disability-v1,oh-disability.png,29247,"equal size (29247 bytes) — new uses preferred "" - "" format",oh-disability
DEACTIVATE,5872,OH-Disability,oh-disability,OH-Disability.jpg,29247,"equal size (29247 bytes) — new uses preferred "" - "" format",
KEEP,13689,OH - Disabled Veteran,oh-disabled-veteran-v1,oh-disabled-veteran.png,32667,"equal size (32667 bytes) — new uses preferred "" - "" format",oh-disabled-veteran
DEACTIVATE,5873,OH-Disabled Veteran,oh-disabled-veteran,OH-Disabled-Veteran.jpg,32667,"equal size (32667 bytes) — new uses preferred "" - "" format",
KEEP,13690,OH - Distinguished Flying Cross Medal For Valor,oh-distinguished-flying-cross-medal-for-valor-v1,oh-distinguished-flying-cross-medal-for-valor.png,32672,"equal size (32672 bytes) — new uses preferred "" - "" format",oh-distinguished-flying-cross-medal-for-valor
DEACTIVATE,5874,OH-Distinguished Flying Cross Medal For Valor,oh-distinguished-flying-cross-medal-for-valor,OH-Distinguished-Flying-Cross-Medal-For-Valor.jpg,32672,"equal size (32672 bytes) — new uses preferred "" - "" format",
KEEP,13691,OH - Distinguished Flying Cross Medal Recipient,oh-distinguished-flying-cross-medal-recipient-v1,oh-distinguished-flying-cross-medal-recipient.png,32822,"equal size (32822 bytes) — new uses preferred "" - "" format",oh-distinguished-flying-cross-medal-recipient
DEACTIVATE,5875,OH-Distinguished Flying Cross Medal Recipient,oh-distinguished-flying-cross-medal-recipient,OH-Distinguished-Flying-Cross-Medal-Recipient.jpg,32822,"equal size (32822 bytes) — new uses preferred "" - "" format",
KEEP,13763,OH - Ducks Unlimited,oh-ducks-unlimited-v1,oh-ducks-unlimited.png,32733,"equal size (32733 bytes) — new uses preferred "" - "" format",oh-ducks-unlimited
DEACTIVATE,5877,OH-Ducks Unlimited,oh-ducks-unlimited,OH-Ducks-Unlimited.jpg,32733,"equal size (32733 bytes) — new uses preferred "" - "" format",
KEEP,13846,OH - Eagle Scouts,oh-eagle-scouts-v1,oh-eagle-scouts.png,31502,"equal size (31502 bytes) — new uses preferred "" - "" format",oh-eagle-scouts
DEACTIVATE,5878,OH-Eagle Scouts,oh-eagle-scouts,OH-Eagle-Scouts.jpg,31502,"equal size (31502 bytes) — new uses preferred "" - "" format",
KEEP,13847,OH - East Europeans Of Ohio,oh-east-europeans-of-ohio-v1,oh-east-europeans-of-ohio.png,85445,"equal size (85445 bytes) — new uses preferred "" - "" format",oh-east-europeans-of-ohio
DEACTIVATE,5879,OH-East Europeans Of Ohio,oh-east-europeans-of-ohio,OH-East-Europeans-Of-Ohio.jpg,85445,"equal size (85445 bytes) — new uses preferred "" - "" format",
KEEP,13646,OH - Eastern Star,oh-eastern-star-v1,oh-eastern-star.png,32113,"equal size (32113 bytes) — new uses preferred "" - "" format",oh-eastern-star
DEACTIVATE,5880,OH-Eastern Star,oh-eastern-star,OH-Eastern-Star.jpg,32113,"equal size (32113 bytes) — new uses preferred "" - "" format",
KEEP,13788,OH - Elder High School,oh-elder-high-school-v1,oh-elder-high-school.png,31903,"equal size (31903 bytes) — new uses preferred "" - "" format",oh-elder-high-school
DEACTIVATE,5881,OH-Elder High School,oh-elder-high-school,OH-Elder-High-School.jpg,31903,"equal size (31903 bytes) — new uses preferred "" - "" format",
KEEP,13764,OH - Erie Our Great Lake,oh-erie-our-great-lake-v1,oh-erie-our-great-lake.png,33284,"equal size (33284 bytes) — new uses preferred "" - "" format",oh-erie-our-great-lake
DEACTIVATE,5883,OH-Erie Our Great Lake,oh-erie-our-great-lake,OH-Erie-Our-Great-Lake.jpg,33284,"equal size (33284 bytes) — new uses preferred "" - "" format",
KEEP,13849,OH - Essential Ohio Energy+,oh-essential-ohio-energy-v1,oh-essential-ohio-energy+.png,15757,new image larger (15757 vs 0 bytes),oh-essential-ohio-energy
DEACTIVATE,5884,OH-Essential Ohio Energy+,oh-essential-ohio-energy,OH-Essential-Ohio-Energy%2B.jpg,0,new image larger (15757 vs 0 bytes),
KEEP,13692,OH - Expeditionary Force Star Veteran,oh-expeditionary-force-star-veteran-v1,oh-expeditionary-force-star-veteran.png,33886,"equal size (33886 bytes) — new uses preferred "" - "" format",oh-expeditionary-force-star-veteran
DEACTIVATE,5885,OH-Expeditionary Force Star Veteran,oh-expeditionary-force-star-veteran,OH-Expeditionary-Force-Star-Veteran.jpg,33886,"equal size (33886 bytes) — new uses preferred "" - "" format",
KEEP,13693,OH - Expeditionary Force Veteran,oh-expeditionary-force-veteran-v1,oh-expeditionary-force-veteran.png,33866,"equal size (33866 bytes) — new uses preferred "" - "" format",oh-expeditionary-force-veteran
DEACTIVATE,5886,OH-Expeditionary Force Veteran,oh-expeditionary-force-veteran,OH-Expeditionary-Force-Veteran.jpg,33866,"equal size (33866 bytes) — new uses preferred "" - "" format",
KEEP,13850,OH - Fallen Timbers Battlefield,oh-fallen-timbers-battlefield-v1,oh-fallen-timbers-battlefield.png,33503,"equal size (33503 bytes) — new uses preferred "" - "" format",oh-fallen-timbers-battlefield
DEACTIVATE,5887,OH-Fallen Timbers Battlefield,oh-fallen-timbers-battlefield,OH-Fallen-Timbers-Battlefield.jpg,33503,"equal size (33503 bytes) — new uses preferred "" - "" format",
KEEP,13755,OH - Farm Bus,oh-farm-bus-v1,oh-farm-bus.png,28687,"equal size (28687 bytes) — new uses preferred "" - "" format",oh-farm-bus
DEACTIVATE,5888,OH-Farm Bus,oh-farm-bus,OH-Farm-Bus.jpg,28687,"equal size (28687 bytes) — new uses preferred "" - "" format",
KEEP,13851,OH - Ffa Agricultural Education,oh-ffa-agricultural-education-v1,oh-ffa-agricultural-education.png,34219,"equal size (34219 bytes) — new uses preferred "" - "" format",oh-ffa-agricultural-education
DEACTIVATE,5889,OH-FFA Agricultural Education,oh-ffa-agricultural-education,OH-FFA-Agricultural-Education.jpg,34219,"equal size (34219 bytes) — new uses preferred "" - "" format",
KEEP,13852,OH - Ffa Truck,oh-ffa-truck-v1,oh-ffa-truck.png,33547,"equal size (33547 bytes) — new uses preferred "" - "" format",oh-ffa-truck
DEACTIVATE,5890,OH-FFA Truck,oh-ffa-truck,OH-FFA-Truck.jpg,33547,"equal size (33547 bytes) — new uses preferred "" - "" format",
KEEP,13765,OH - Fish Ohio,oh-fish-ohio-v1,oh-fish-ohio.png,32152,"equal size (32152 bytes) — new uses preferred "" - "" format",oh-fish-ohio
DEACTIVATE,5891,OH-Fish Ohio,oh-fish-ohio,OH-Fish-Ohio.jpg,32152,"equal size (32152 bytes) — new uses preferred "" - "" format",
KEEP,13648,OH - Fraternal Order Of Police,oh-fraternal-order-of-police-v1,oh-fraternal-order-of-police.png,33491,"equal size (33491 bytes) — new uses preferred "" - "" format",oh-fraternal-order-of-police
DEACTIVATE,5893,OH-Fraternal Order Of Police,oh-fraternal-order-of-police,OH-Fraternal-Order-Of-Police.jpg,33491,"equal size (33491 bytes) — new uses preferred "" - "" format",
KEEP,13647,OH - Fraternal Order Of Police Associate,oh-fraternal-order-of-police-associate-v1,oh-fraternal-order-of-police-associate.png,32954,"equal size (32954 bytes) — new uses preferred "" - "" format",oh-fraternal-order-of-police-associate
DEACTIVATE,5892,OH-Fraternal Order Of Police Associate,oh-fraternal-order-of-police-associate,OH-Fraternal-Order-Of-Police-Associate.jpg,32954,"equal size (32954 bytes) — new uses preferred "" - "" format",
KEEP,13694,OH - Freedom Is Not Free Folds Of Honor,oh-freedom-is-not-free-folds-of-honor-v1,oh-freedom-is-not-free-folds-of-honor.png,31874,"equal size (31874 bytes) — new uses preferred "" - "" format",oh-freedom-is-not-free-folds-of-honor
DEACTIVATE,5894,OH-Freedom Is Not Free Folds Of Honor,oh-freedom-is-not-free-folds-of-honor,OH-Freedom-Is-Not-Free-Folds-Of-Honor.jpg,31874,"equal size (31874 bytes) — new uses preferred "" - "" format",
KEEP,13649,OH - Freemason,oh-freemason-v1,oh-freemason.png,33119,"equal size (33119 bytes) — new uses preferred "" - "" format",oh-freemason
DEACTIVATE,5895,OH-Freemason,oh-freemason,OH-Freemason.jpg,33119,"equal size (33119 bytes) — new uses preferred "" - "" format",
KEEP,13789,OH - Gilmour Academy,oh-gilmour-academy-v1,oh-gilmour-academy.png,31698,"equal size (31698 bytes) — new uses preferred "" - "" format",oh-gilmour-academy
DEACTIVATE,5896,OH-Gilmour Academy,oh-gilmour-academy,OH-Gilmour-Academy.jpg,31698,"equal size (31698 bytes) — new uses preferred "" - "" format",
KEEP,13853,OH - Girl Scouts Of America,oh-girl-scouts-of-america-v1,oh-girl-scouts-of-america.png,100682,"equal size (100682 bytes) — new uses preferred "" - "" format",oh-girl-scouts-of-america
DEACTIVATE,5897,OH-Girl Scouts of America,oh-girl-scouts-of-america,OH-Girl-Scouts-of-America.jpg,100682,"equal size (100682 bytes) — new uses preferred "" - "" format",
KEEP,13854,OH - Girls On The Run Learn Dream Live Run,oh-girls-on-the-run-learn-dream-live-run-v1,oh-girls-on-the-run-learn-dream-live-run.png,33451,"equal size (33451 bytes) — new uses preferred "" - "" format",oh-girls-on-the-run-learn-dream-live-run
DEACTIVATE,5898,OH-Girls On The Run Learn Dream Live Run,oh-girls-on-the-run-learn-dream-live-run,OH-Girls-On-The-Run-Learn-Dream-Live-Run.jpg,33451,"equal size (33451 bytes) — new uses preferred "" - "" format",
KEEP,13766,OH - Glen Helen,oh-glen-helen-v1,oh-glen-helen.png,33868,"equal size (33868 bytes) — new uses preferred "" - "" format",oh-glen-helen
DEACTIVATE,5899,OH-Glen Helen,oh-glen-helen,OH-Glen-Helen.jpg,33868,"equal size (33868 bytes) — new uses preferred "" - "" format",
KEEP,13695,OH - Global War On Terrorism Afghanistan Medal,oh-global-war-on-terrorism-afghanistan-medal-v1,oh-global-war-on-terrorism-afghanistan-medal.png,32943,"equal size (32943 bytes) — new uses preferred "" - "" format",oh-global-war-on-terrorism-afghanistan-medal
DEACTIVATE,5900,OH-Global War On Terrorism Afghanistan Medal,oh-global-war-on-terrorism-afghanistan-medal,OH-Global-War-On-Terrorism-Afghanistan-Medal.jpg,32943,"equal size (32943 bytes) — new uses preferred "" - "" format",
KEEP,13696,OH - Global War On Terrorism Expeditionary Medal,oh-global-war-on-terrorism-expeditionary-medal-v1,oh-global-war-on-terrorism-expeditionary-medal.png,33788,"equal size (33788 bytes) — new uses preferred "" - "" format",oh-global-war-on-terrorism-expeditionary-medal
DEACTIVATE,5901,OH-Global War On Terrorism Expeditionary Medal,oh-global-war-on-terrorism-expeditionary-medal,OH-Global-War-On-Terrorism-Expeditionary-Medal.jpg,33788,"equal size (33788 bytes) — new uses preferred "" - "" format",
KEEP,13697,OH - Global War On Terrorism Iraq Medal,oh-global-war-on-terrorism-iraq-medal-v1,oh-global-war-on-terrorism-iraq-medal.png,33207,"equal size (33207 bytes) — new uses preferred "" - "" format",oh-global-war-on-terrorism-iraq-medal
DEACTIVATE,5902,OH-Global War On Terrorism Iraq Medal,oh-global-war-on-terrorism-iraq-medal,OH-Global-War-On-Terrorism-Iraq-Medal.jpg,33207,"equal size (33207 bytes) — new uses preferred "" - "" format",
KEEP,13698,OH - Global War On Terrorism Medal,oh-global-war-on-terrorism-medal-v1,oh-global-war-on-terrorism-medal.png,32111,"equal size (32111 bytes) — new uses preferred "" - "" format",oh-global-war-on-terrorism-medal
DEACTIVATE,5903,OH-Global War On Terrorism Medal,oh-global-war-on-terrorism-medal,OH-Global-War-On-Terrorism-Medal.jpg,32111,"equal size (32111 bytes) — new uses preferred "" - "" format",
KEEP,13699,OH - Global War On Terrorism Service Medal,oh-global-war-on-terrorism-service-medal-v1,oh-global-war-on-terrorism-service-medal.png,33430,"equal size (33430 bytes) — new uses preferred "" - "" format",oh-global-war-on-terrorism-service-medal
DEACTIVATE,5904,OH-Global War On Terrorism Service Medal,oh-global-war-on-terrorism-service-medal,OH-Global-War-On-Terrorism-Service-Medal.jpg,33430,"equal size (33430 bytes) — new uses preferred "" - "" format",
KEEP,13700,OH - Gold Star Family Vietnam,oh-gold-star-family-vietnam-v1,oh-gold-star-family-vietnam.png,33249,"equal size (33249 bytes) — new uses preferred "" - "" format",oh-gold-star-family-vietnam
DEACTIVATE,5905,OH-Gold Star Family Vietnam,oh-gold-star-family-vietnam,OH-Gold-Star-Family-Vietnam.jpg,33249,"equal size (33249 bytes) — new uses preferred "" - "" format",
KEEP,13701,OH - Grenada Veteran,oh-grenada-veteran-v1,oh-grenada-veteran.png,33418,"equal size (33418 bytes) — new uses preferred "" - "" format",oh-grenada-veteran
DEACTIVATE,5906,OH-Grenada Veteran,oh-grenada-veteran,OH-Grenada-Veteran.jpg,33418,"equal size (33418 bytes) — new uses preferred "" - "" format",
KEEP,13855,OH - Habitat For Humanity,oh-habitat-for-humanity-v1,oh-habitat-for-humanity.png,31856,"equal size (31856 bytes) — new uses preferred "" - "" format",oh-habitat-for-humanity
DEACTIVATE,5907,OH-Habitat For Humanity,oh-habitat-for-humanity,OH-Habitat-For-Humanity.jpg,31856,"equal size (31856 bytes) — new uses preferred "" - "" format",
KEEP,13856,OH - Healthy New Albany,oh-healthy-new-albany-v1,oh-healthy-new-albany.png,29326,"equal size (29326 bytes) — new uses preferred "" - "" format",oh-healthy-new-albany
DEACTIVATE,5908,OH-Healthy New Albany,oh-healthy-new-albany,OH-Healthy-New-Albany.jpg,29326,"equal size (29326 bytes) — new uses preferred "" - "" format",
KEEP,13790,OH - Heidelberg University,oh-heidelberg-university-v1,oh-heidelberg-university.png,31894,"equal size (31894 bytes) — new uses preferred "" - "" format",oh-heidelberg-university
DEACTIVATE,5909,OH-Heidelberg University,oh-heidelberg-university,OH-Heidelberg-University.jpg,31894,"equal size (31894 bytes) — new uses preferred "" - "" format",
KEEP,13903,OH - Historical Vehicle,oh-historical-vehicle-v1,oh-historical-vehicle.png,45156,"equal size (45156 bytes) — new uses preferred "" - "" format",oh-historical-vehicle
DEACTIVATE,5910,OH-Historical Vehicle,oh-historical-vehicle,OH-Historical-Vehicle.gif,45156,"equal size (45156 bytes) — new uses preferred "" - "" format",
KEEP,13858,OH - Honoring Fallen Lineworkers,oh-honoring-fallen-lineworkers-v1,oh-honoring-fallen-lineworkers.png,104098,"equal size (104098 bytes) — new uses preferred "" - "" format",oh-honoring-fallen-lineworkers
DEACTIVATE,5912,OH-Honoring Fallen LineWorkers,oh-honoring-fallen-lineworkers,OH-Honoring-Fallen-LineWorkers.jpg,104098,"equal size (104098 bytes) — new uses preferred "" - "" format",
KEEP,13791,OH - Hudson Schools,oh-hudson-schools-v1,oh-hudson-schools.png,32022,"equal size (32022 bytes) — new uses preferred "" - "" format",oh-hudson-schools
DEACTIVATE,5914,OH-Hudson Schools,oh-hudson-schools,OH-Hudson-Schools.jpg,32022,"equal size (32022 bytes) — new uses preferred "" - "" format",
KEEP,13860,OH - IN God We Trust,oh-in-god-we-trust-v1,oh-in-god-we-trust.png,32248,"equal size (32248 bytes) — new uses preferred "" - "" format",oh-in-god-we-trust
DEACTIVATE,5915,OH-In God We Trust,oh-in-god-we-trust,OH-In-God-We-Trust.jpg,32248,"equal size (32248 bytes) — new uses preferred "" - "" format",
KEEP,13792,OH - Independence Schools,oh-independence-schools-v1,oh-independence-schools.png,32685,"equal size (32685 bytes) — new uses preferred "" - "" format",oh-independence-schools
DEACTIVATE,5916,OH-Independence Schools,oh-independence-schools,OH-Independence-Schools.jpg,32685,"equal size (32685 bytes) — new uses preferred "" - "" format",
KEEP,13702,OH - Joint Commendation For Valor,oh-joint-commendation-for-valor-v1,oh-joint-commendation-for-valor.png,32977,"equal size (32977 bytes) — new uses preferred "" - "" format",oh-joint-commendation-for-valor
DEACTIVATE,5917,OH-Joint Commendation For Valor,oh-joint-commendation-for-valor,OH-Joint-Commendation-For-Valor.jpg,32977,"equal size (32977 bytes) — new uses preferred "" - "" format",
KEEP,13861,OH - Juvenile Diabetes Research Foundation,oh-juvenile-diabetes-research-foundation-v1,oh-juvenile-diabetes-research-foundation.png,30425,"equal size (30425 bytes) — new uses preferred "" - "" format",oh-juvenile-diabetes-research-foundation
DEACTIVATE,5918,OH-Juvenile Diabetes Research Foundation,oh-juvenile-diabetes-research-foundation,OH-Juvenile-Diabetes-Research-Foundation.jpg,30425,"equal size (30425 bytes) — new uses preferred "" - "" format",
KEEP,13650,OH - Kappa Alpha Psi,oh-kappa-alpha-psi-v1,oh-kappa-alpha-psi.png,31565,"equal size (31565 bytes) — new uses preferred "" - "" format",oh-kappa-alpha-psi
DEACTIVATE,5919,OH-Kappa Alpha Psi,oh-kappa-alpha-psi,OH-Kappa-Alpha-Psi.jpg,31565,"equal size (31565 bytes) — new uses preferred "" - "" format",
KEEP,13793,OH - Kent State University,oh-kent-state-university-v1,oh-kent-state-university.png,61723,"equal size (61723 bytes) — new uses preferred "" - "" format",oh-kent-state-university
DEACTIVATE,5920,OH-Kent State University,oh-kent-state-university,OH-Kent-State-University.jpg,61723,"equal size (61723 bytes) — new uses preferred "" - "" format",
KEEP,13862,OH - Kids First,oh-kids-first-v1,oh-kids-first.png,31959,"equal size (31959 bytes) — new uses preferred "" - "" format",oh-kids-first
DEACTIVATE,5921,OH-Kids First,oh-kids-first,OH-Kids-First.jpg,31959,"equal size (31959 bytes) — new uses preferred "" - "" format",
KEEP,13651,OH - Kiwanis,oh-kiwanis-v1,oh-kiwanis.png,34730,"equal size (34730 bytes) — new uses preferred "" - "" format",oh-kiwanis
DEACTIVATE,5922,OH-Kiwanis,oh-kiwanis,OH-Kiwanis.jpg,34730,"equal size (34730 bytes) — new uses preferred "" - "" format",
KEEP,13652,OH - Knights Of Columbus,oh-knights-of-columbus-v1,oh-knights-of-columbus.png,34921,"equal size (34921 bytes) — new uses preferred "" - "" format",oh-knights-of-columbus
DEACTIVATE,5923,OH-Knights Of Columbus,oh-knights-of-columbus,OH-Knights-Of-Columbus.jpg,34921,"equal size (34921 bytes) — new uses preferred "" - "" format",
KEEP,13703,OH - Korea Defense Medal,oh-korea-defense-medal-v1,oh-korea-defense-medal.png,31945,"equal size (31945 bytes) — new uses preferred "" - "" format",oh-korea-defense-medal
DEACTIVATE,5924,OH-Korea Defense Medal,oh-korea-defense-medal,OH-Korea-Defense-Medal.jpg,31945,"equal size (31945 bytes) — new uses preferred "" - "" format",
KEEP,13704,OH - Korea Ribbon Veteran,oh-korea-ribbon-veteran-v1,oh-korea-ribbon-veteran.png,31718,"equal size (31718 bytes) — new uses preferred "" - "" format",oh-korea-ribbon-veteran
DEACTIVATE,5925,OH-Korea Ribbon Veteran,oh-korea-ribbon-veteran,OH-Korea-Ribbon-Veteran.jpg,31718,"equal size (31718 bytes) — new uses preferred "" - "" format",
KEEP,13705,OH - Korea Star Veteran,oh-korea-star-veteran-v1,oh-korea-star-veteran.png,31414,"equal size (31414 bytes) — new uses preferred "" - "" format",oh-korea-star-veteran
DEACTIVATE,5926,OH-Korea Star Veteran,oh-korea-star-veteran,OH-Korea-Star-Veteran.jpg,31414,"equal size (31414 bytes) — new uses preferred "" - "" format",
KEEP,13706,OH - Korea US Flag Veteran,oh-korea-us-flag-veteran-v1,oh-korea-us-flag-veteran.png,32710,"equal size (32710 bytes) — new uses preferred "" - "" format",oh-korea-us-flag-veteran
