action,id,name,slug,image_filename,image_size,reason,new_slug
KEEP,10219,AB - Antique Auto,ab-antique-auto-v1,ab-antique-auto.jpg,4036,"equal size (4036 bytes) — new uses preferred "" - "" format",ab-antique-auto
DEACTIVATE,10192,AB-Antique Auto,ab-antique-auto,plate_10192_1774918802.jpg,4036,"equal size (4036 bytes) — new uses preferred "" - "" format",
KEEP,10221,AB - Disabled,ab-disabled-v1,ab-disabled.jpg,3924,"equal size (3924 bytes) — new uses preferred "" - "" format",ab-disabled
DEACTIVATE,10193,AB-Disabled,ab-disabled,plate_10193_1774918835.jpg,3924,"equal size (3924 bytes) — new uses preferred "" - "" format",
KEEP,10222,AB - Edmonton Oilers,ab-edmonton-oilers-v1,ab-edmonton_oilers.jpg,41786,"equal size (41786 bytes) — new uses preferred "" - "" format",ab-edmonton-oilers
DEACTIVATE,10188,AB-Edmonton Oilers,ab-edmonton-oilers,plate_10188_1774917579.jpg,41786,"equal size (41786 bytes) — new uses preferred "" - "" format",
KEEP,10223,AB - Motorcycle,ab-motorcycle-v1,ab-motorcycle.jpg,4773,"equal size (4773 bytes) — new uses preferred "" - "" format",ab-motorcycle
DEACTIVATE,10191,AB-Motorcycle,ab-motorcycle,plate_10191_1774918724.jpg,4773,"equal size (4773 bytes) — new uses preferred "" - "" format",
KEEP,10228,AB - Veteran,ab-veteran-v1,ab-veteran.jpg,3981,"equal size (3981 bytes) — new uses preferred "" - "" format",ab-veteran
DEACTIVATE,10194,AB-Veteran,ab-veteran,plate_10194_1774918867.jpg,3981,"equal size (3981 bytes) — new uses preferred "" - "" format",
KEEP,10238,AK - Alaska Childrens Trust,ak-alaska-childrens-trust-v1,ak-alaska-childrens-trust.png,154896,"equal size (154896 bytes) — new uses preferred "" - "" format",ak-alaska-childrens-trust
DEACTIVATE,1229,AK-Alaska Children's Trust,ak-alaska-childrens-trust,plate_1229_1774162783.png,154896,"equal size (154896 bytes) — new uses preferred "" - "" format",
KEEP,10239,AK - Blood Bank Of Alaska,ak-blood-bank-of-alaska-v1,ak-blood-bank-of-alaska.png,76299,"equal size (76299 bytes) — new uses preferred "" - "" format",ak-blood-bank-of-alaska
DEACTIVATE,1230,AK-Blood Bank of Alaska,ak-blood-bank-of-alaska,plate_1230_1774162806.png,76299,"equal size (76299 bytes) — new uses preferred "" - "" format",
KEEP,1231,AK-Breast Cancer Awareness,ak-breast-cancer-awareness,plate_1231_1774162834.png,65328,old image larger (65328 vs 49724 bytes),
DEACTIVATE,10240,AK - Breast Cancer Awareness,ak-breast-cancer-awareness-v1,ak-breast-cancer-awareness.png,49724,old image larger (65328 vs 49724 bytes),
KEEP,10242,AK - Choose Life,ak-choose-life-v1,ak-choose-life.png,146314,"equal size (146314 bytes) — new uses preferred "" - "" format",ak-choose-life
DEACTIVATE,1232,AK-Choose Life,ak-choose-life,plate_1232_1774162861.png,146314,"equal size (146314 bytes) — new uses preferred "" - "" format",
KEEP,10272,AK - Disabled Veteran W Parking Privileges,ak-disabled-veteran-w-parking-privileges-v1,ak-disabled-veteran-w-parking-privileges.png,145530,"equal size (145530 bytes) — new uses preferred "" - "" format",ak-disabled-veteran-w-parking-privileges
DEACTIVATE,1238,AK-Disabled Veteran w/ Parking Privileges,ak-disabled-veteran-w-parking-privileges,plate_1238_1774163127.png,145530,"equal size (145530 bytes) — new uses preferred "" - "" format",
KEEP,10257,AK - Disabled W Parking Privileges,ak-disabled-w-parking-privileges-v1,ak-disabled-w-parking-privileges.png,138172,"equal size (138172 bytes) — new uses preferred "" - "" format",ak-disabled-w-parking-privileges
DEACTIVATE,1237,AK-Disabled w/ Parking Privileges,ak-disabled-w-parking-privileges,plate_1237_1774163103.png,138172,"equal size (138172 bytes) — new uses preferred "" - "" format",
KEEP,10232,AK - Farm Vehicle,ak-farm-vehicle-v1,ak-farm-vehicle.png,137221,"equal size (137221 bytes) — new uses preferred "" - "" format",ak-farm-vehicle
DEACTIVATE,1262,AK-Farm Vehicle,ak-farm-vehicle,plate_1262_1774164114.png,137221,"equal size (137221 bytes) — new uses preferred "" - "" format",
KEEP,10244,AK - Freemason,ak-freemason-v1,ak-freemason.png,61836,"equal size (61836 bytes) — new uses preferred "" - "" format",ak-freemason
DEACTIVATE,1256,AK-Freemason,ak-freemason,plate_1256_1774163847.png,61836,"equal size (61836 bytes) — new uses preferred "" - "" format",
KEEP,10258,AK - Historic Vehicle,ak-historic-vehicle-v1,ak-historic-vehicle.png,138415,"equal size (138415 bytes) — new uses preferred "" - "" format",ak-historic-vehicle
DEACTIVATE,1264,AK-Historic Vehicle,ak-historic-vehicle,plate_1264_1774164212.png,138415,"equal size (138415 bytes) — new uses preferred "" - "" format",
KEEP,10246,AK - Iditarod Finisher,ak-iditarod-finisher-v1,ak-iditarod-finisher.png,157495,"equal size (157495 bytes) — new uses preferred "" - "" format",ak-iditarod-finisher
DEACTIVATE,1265,AK-Iditarod Finisher,ak-iditarod-finisher,plate_1265_1774164242.png,157495,"equal size (157495 bytes) — new uses preferred "" - "" format",
KEEP,10247,AK - International Association Of Fire Fighters Iaff,ak-international-association-of-fire-fighters-iaff-v1,ak-international-association-of-fire-fighters-iaff.png,150178,"equal size (150178 bytes) — new uses preferred "" - "" format",ak-international-association-of-fire-fighters-iaff
DEACTIVATE,1255,AK-International Association of Fire Fighters (IAFF),ak-international-association-of-fire-fighters-iaff,plate_1255_1774163828.png,150178,"equal size (150178 bytes) — new uses preferred "" - "" format",
KEEP,10248,AK - Knights Of Columbus,ak-knights-of-columbus-v1,ak-knights-of-columbus.png,83841,"equal size (83841 bytes) — new uses preferred "" - "" format",ak-knights-of-columbus
DEACTIVATE,1257,AK-Knights of Columbus,ak-knights-of-columbus,plate_1257_1774163878.png,83841,"equal size (83841 bytes) — new uses preferred "" - "" format",
KEEP,10249,AK - Lions Club,ak-lions-club-v1,ak-lions-club.png,115422,"equal size (115422 bytes) — new uses preferred "" - "" format",ak-lions-club
DEACTIVATE,1258,AK-Lions Club,ak-lions-club,plate_1258_1774163894.png,115422,"equal size (115422 bytes) — new uses preferred "" - "" format",
KEEP,10260,AK - Mountain,ak-mountain-v1,ak-mountain.png,134738,"equal size (134738 bytes) — new uses preferred "" - "" format",ak-mountain
DEACTIVATE,1227,AK-Mountain,ak-mountain,plate_1227_1774162724.png,134738,"equal size (134738 bytes) — new uses preferred "" - "" format",
KEEP,10250,AK - National Rifle Association,ak-national-rifle-association-v1,ak-national-rifle-association.png,84663,"equal size (84663 bytes) — new uses preferred "" - "" format",ak-national-rifle-association
DEACTIVATE,1233,AK-National Rifle Association,ak-national-rifle-association,plate_1233_1774162888.png,84663,"equal size (84663 bytes) — new uses preferred "" - "" format",
KEEP,10251,AK - Pioneers Of Alaska,ak-pioneers-of-alaska-v1,ak-pioneers-of-alaska.png,59232,"equal size (59232 bytes) — new uses preferred "" - "" format",ak-pioneers-of-alaska
DEACTIVATE,1259,AK-Pioneers of Alaska,ak-pioneers-of-alaska,plate_1259_1774163913.png,59232,"equal size (59232 bytes) — new uses preferred "" - "" format",
KEEP,10233,AK - Prince William Sound Community College,ak-prince-william-sound-community-college-v1,ak-prince-william-sound-community-college.png,194294,new image larger (194294 vs 42855 bytes),ak-prince-william-sound-community-college
DEACTIVATE,1243,AK-Prince William Sound Community College,ak-prince-william-sound-community-college,plate_1243_1774163506.png,42855,new image larger (194294 vs 42855 bytes),
KEEP,10252,AK - Pro Family Pro Choice,ak-pro-family-pro-choice-v1,ak-pro-family-pro-choice.png,164565,"equal size (164565 bytes) — new uses preferred "" - "" format",ak-pro-family-pro-choice
DEACTIVATE,1234,"AK-Pro-Family, Pro-Choice",ak-pro-family-pro-choice,plate_1234_1774162916.png,164565,"equal size (164565 bytes) — new uses preferred "" - "" format",
KEEP,10253,AK - Support Our Troops,ak-support-our-troops-v1,ak-support-our-troops.png,182103,"equal size (182103 bytes) — new uses preferred "" - "" format",ak-support-our-troops
DEACTIVATE,1235,AK-Support Our Troops,ak-support-our-troops,plate_1235_1774162936.png,182103,"equal size (182103 bytes) — new uses preferred "" - "" format",
KEEP,10234,AK - University Of Alaska Anchorage,ak-university-of-alaska-anchorage-v1,ak-university-of-alaska-anchorage.png,153491,"equal size (153491 bytes) — new uses preferred "" - "" format",ak-university-of-alaska-anchorage
DEACTIVATE,1240,AK-University of Alaska Anchorage,ak-university-of-alaska-anchorage,plate_1240_1774163201.png,153491,"equal size (153491 bytes) — new uses preferred "" - "" format",
KEEP,10235,AK - University Of Alaska Fairbanks,ak-university-of-alaska-fairbanks-v1,ak-university-of-alaska-fairbanks.png,118106,"equal size (118106 bytes) — new uses preferred "" - "" format",ak-university-of-alaska-fairbanks
DEACTIVATE,1241,AK-University of Alaska Fairbanks,ak-university-of-alaska-fairbanks,plate_1241_1774163246.png,118106,"equal size (118106 bytes) — new uses preferred "" - "" format",
REVIEW,1242,AK-University of Alaska Southeast,ak-university-of-alaska-southeast,plate_1242_1774163444.jpg,8042,2 variants found — manual review needed,
REVIEW,10236,AK - University Of Alaska Southeast v1,ak-university-of-alaska-southeast-v1,ak-university-of-alaska-southeast-v1.png,152444,2 variants found — manual review needed,
REVIEW,10237,AK - University Of Alaska Southeast v2,ak-university-of-alaska-southeast-v2,ak-university-of-alaska-southeast-v2.jpg,7718,2 variants found — manual review needed,
KEEP,10560,AZ - Air Force Veteran,az-air-force-veteran-v1,az-air-force-veteran.jpg,69915,new image larger (69915 vs 31905 bytes),az-air-force-veteran
DEACTIVATE,1627,AZ-Air Force Veteran ,az-air-force-veteran,az-veteran-air-force.jpg,31905,new image larger (69915 vs 31905 bytes),
KEEP,10457,AZ - Alice Coopers Solid Rock Teen Centers,az-alice-coopers-solid-rock-teen-centers,az-alice-coopers-solid-rock-teen-centers.jpg,146276,old image larger (146276 vs 121312 bytes),
DEACTIVATE,10456,AZ - Alice Coopers Solid Rock Teen Centers v1,az-alice-coopers-solid-rock-teen-centers-v1,az-alice-coopers-solid-rock-teen-centers-v1.jpg,121312,old image larger (146276 vs 121312 bytes),
REVIEW,1638,AZ-Arizona Diamondbacks,az-arizona-diamondbacks,az-arizona-diamondbacks.jpg,18152,3 variants found — manual review needed,
REVIEW,10530,AZ - Arizona Diamondbacks v1,az-arizona-diamondbacks-v1,az-arizona-diamondbacks-v1.png,1129041,3 variants found — manual review needed,
REVIEW,10531,AZ - Arizona Diamondbacks v2,az-arizona-diamondbacks-v2,az-arizona-diamondbacks-v2.png,31979,3 variants found — manual review needed,
REVIEW,10533,AZ - Arizona Diamondbacks v3,az-arizona-diamondbacks-v3,az-arizona-diamondbacks-v3.png,1039984,3 variants found — manual review needed,
REVIEW,1640,AZ-Arizona Historical Society,az-arizona-historical-society,az-arizona-historical-society.jpg,21394,2 variants found — manual review needed,
REVIEW,10461,AZ - Arizona Historical Society v1,az-arizona-historical-society-v1,az-arizona-historical-society-v1.jpg,15495,2 variants found — manual review needed,
REVIEW,10462,AZ - Arizona Historical Society v2,az-arizona-historical-society-v2,az-arizona-historical-society-v2.jpg,21394,2 variants found — manual review needed,
KEEP,10562,AZ - Army Veteran,az-army-veteran-v1,az-army-veteran.jpg,83908,new image larger (83908 vs 29615 bytes),az-army-veteran
DEACTIVATE,1628,AZ-Army Veteran ,az-army-veteran,az-veteran-army.jpg,29615,new image larger (83908 vs 29615 bytes),
KEEP,10564,AZ - Coast Guard Veteran,az-coast-guard-veteran-v1,az-coast-guard-veteran.jpg,74634,new image larger (74634 vs 32359 bytes),az-coast-guard-veteran
DEACTIVATE,1625,AZ-Coast Guard Veteran ,az-coast-guard-veteran,az-veteran-coast-guard.jpg,32359,new image larger (74634 vs 32359 bytes),
KEEP,10566,AZ - Code Talker Veteran,az-code-talker-veteran-v1,az-code-talker-veteran.jpg,72961,new image larger (72961 vs 30698 bytes),az-code-talker-veteran
DEACTIVATE,1626,AZ-Code Talker Veteran ,az-code-talker-veteran,az-veteran-code-talker.jpg,30698,new image larger (72961 vs 30698 bytes),
REVIEW,1684,AZ-Phoenix Suns,az-phoenix-suns,az-phoenix-suns.jpg,16020,3 variants found — manual review needed,
REVIEW,10542,AZ - Phoenix Suns v1,az-phoenix-suns-v1,az-phoenix-suns-v1.jpg,17651,3 variants found — manual review needed,
REVIEW,10543,AZ - Phoenix Suns v2,az-phoenix-suns-v2,az-phoenix-suns-v2.jpg,42905,3 variants found — manual review needed,
REVIEW,10544,AZ - Phoenix Suns v3,az-phoenix-suns-v3,az-phoenix-suns-v3.jpg,107192,3 variants found — manual review needed,
KEEP,10554,AZ - Standard Issue 2008 Amateur Radio,az-standard-issue-2008-amateur-radio-v1,az-standard-issue-2008-amateur-radio.png,188708,new image larger (188708 vs 79568 bytes),az-standard-issue-2008-amateur-radio
DEACTIVATE,10553,AZ - Standard Issue 2008 Amateur Radio,az-standard-issue-2008-amateur-radio,az-standard-issue-2008-amateur-radio.jpg,79568,new image larger (188708 vs 79568 bytes),
KEEP,10574,AZ - US Army,az-us-army-v1,az-us-army.jpg,94764,"equal size (94764 bytes) — new uses preferred "" - "" format",az-us-army
DEACTIVATE,1605,AZ-U.S. Army,az-us-army,plate_1605_1774304040.jpg,94764,"equal size (94764 bytes) — new uses preferred "" - "" format",
KEEP,10573,AZ - US Army Motorcycle,az-us-army-motorcycle-v1,az-us-army-motorcycle.jpg,100194,"equal size (100194 bytes) — new uses preferred "" - "" format",az-us-army-motorcycle
DEACTIVATE,3552,AZ-US Army-Motorcycle,az-us-army-motorcycle,plate_3552_1774304100.jpg,100194,"equal size (100194 bytes) — new uses preferred "" - "" format",
KEEP,10597,CA - Dealers Motorcycle Blue Gold,ca-dealers-motorcycle-blue-gold-v1,ca-dealers-motorcycle-blue-gold.png,50628,new image larger (50628 vs 40672 bytes),ca-dealers-motorcycle-blue-gold
DEACTIVATE,125,CA-Dealers-Motorcycle Blue + Gold,ca-dealers-motorcycle-blue-gold,ca-dealers-motorcycle-blue-gold.gif,40672,new image larger (50628 vs 40672 bytes),
KEEP,160,"CA-Olympic Games, 1984-Motorcycle",ca-olympic-games-1984-motorcycle,ca-olympic-games-1984-motorcycle.gif,34195,old image larger (34195 vs 7617 bytes),
DEACTIVATE,10642,CA - Olympic Games 1984 Motorcycle,ca-olympic-games-1984-motorcycle-v1,ca-olympic-games-1984-motorcycle.png,7617,old image larger (34195 vs 7617 bytes),
KEEP,1860,CO-Disabled Veteran,co-disabled-veteran,co-disabled-veteran.jpg,92749,old image larger (92749 vs 52003 bytes),
DEACTIVATE,10669,CO - Disabled Veteran,co-disabled-veteran-v1,co-disabled-veteran.png,52003,old image larger (92749 vs 52003 bytes),
KEEP,1864,CO-Disabled Veteran Handicapped,co-disabled-veteran-handicapped,co-disabled-veteran-handicapped.jpg,92749,old image larger (92749 vs 61391 bytes),
DEACTIVATE,10667,CO - Disabled Veteran Handicapped,co-disabled-veteran-handicapped-v1,co-disabled-veteran-handicapped.png,61391,old image larger (92749 vs 61391 bytes),
KEEP,1865,CO-Disabled Veteran Handicapped-Motorcycle,co-disabled-veteran-handicapped-motorcycle,co-disabled-veteran-handicapped-motorcycle.jpg,85095,old image larger (85095 vs 54085 bytes),
DEACTIVATE,10666,CO - Disabled Veteran Handicapped Motorcycle,co-disabled-veteran-handicapped-motorcycle-v1,co-disabled-veteran-handicapped-motorcycle.png,54085,old image larger (85095 vs 54085 bytes),
KEEP,1861,CO-Disabled Veteran-Motorcycle,co-disabled-veteran-motorcycle,co-disabled-veteran-motorcycle.jpg,85095,old image larger (85095 vs 50131 bytes),
DEACTIVATE,10668,CO - Disabled Veteran Motorcycle,co-disabled-veteran-motorcycle-v1,co-disabled-veteran-motorcycle.png,50131,old image larger (85095 vs 50131 bytes),
KEEP,10670,CO - Distinguished Flying Cross,co-distinguished-flying-cross-v1,co-distinguished-flying-cross.png,82407,new image larger (82407 vs 37740 bytes),co-distinguished-flying-cross
DEACTIVATE,1872,CO-Distinguished Flying Cross,co-distinguished-flying-cross,co-distinguished-flying-cross.jpg,37740,new image larger (82407 vs 37740 bytes),
KEEP,1876,CO-Distinguished Service Cross,co-distinguished-service-cross,co-distinguished-service-cross.jpg,98444,old image larger (98444 vs 59012 bytes),
DEACTIVATE,10671,CO - Distinguished Service Cross,co-distinguished-service-cross-v1,co-distinguished-service-cross.png,59012,old image larger (98444 vs 59012 bytes),
KEEP,1912,CO-National Guard,co-national-guard,co-national-guard.jpg,91089,old image larger (91089 vs 53774 bytes),
DEACTIVATE,10675,CO - National Guard,co-national-guard-v1,co-national-guard.png,53774,old image larger (91089 vs 53774 bytes),
KEEP,10730,CT - Amateur Radio Call Letter,ct-amateur-radio-call-letter-v1,ct-amateur-radio-call-letter.gif,88876,"equal size (88876 bytes) — new uses preferred "" - "" format",ct-amateur-radio-call-letter
DEACTIVATE,2078,CT-Amateur Radio Call Letter,ct-amateur-radio-call-letter,ct-amateur-radio-call-letter-plate.gif,88876,"equal size (88876 bytes) — new uses preferred "" - "" format",
KEEP,10701,CT - Animal Population Control,ct-animal-population-control-v1,ct-animal-population-control.gif,82812,"equal size (82812 bytes) — new uses preferred "" - "" format",ct-animal-population-control
DEACTIVATE,2017,CT-Animal Population Control,ct-animal-population-control,ct-animal-population-control-plate.gif,82812,"equal size (82812 bytes) — new uses preferred "" - "" format",
KEEP,10683,CT - Benevolent Protective Order Of The Elks,ct-benevolent-protective-order-of-the-elks-v1,ct-benevolent-protective-order-of-the-elks.gif,109769,"equal size (109769 bytes) — new uses preferred "" - "" format",ct-benevolent-protective-order-of-the-elks
DEACTIVATE,2049,CT-Benevolent & Protective Order of the Elks,ct-benevolent-protective-order-of-the-elks,ct-benevolent-protective-order-of-the-elks-plate.gif,109769,"equal size (109769 bytes) — new uses preferred "" - "" format",
KEEP,10702,CT - Blue Knights International,ct-blue-knights-international-v1,ct-blue-knights-international.gif,93092,"equal size (93092 bytes) — new uses preferred "" - "" format",ct-blue-knights-international
DEACTIVATE,2050,CT-Blue Knights International,ct-blue-knights-international,ct-blue-knights-international-plate.gif,93092,"equal size (93092 bytes) — new uses preferred "" - "" format",
KEEP,10703,CT - Candlewood Lake Authority,ct-candlewood-lake-authority-v1,ct-candlewood-lake-authority.gif,107630,"equal size (107630 bytes) — new uses preferred "" - "" format",ct-candlewood-lake-authority
DEACTIVATE,2051,CT-Candlewood Lake Authority,ct-candlewood-lake-authority,ct-candlewood-lake-authority-plate.gif,107630,"equal size (107630 bytes) — new uses preferred "" - "" format",
KEEP,10704,CT - Celebrate Nursing,ct-celebrate-nursing-v1,ct-celebrate-nursing.jpg,40224,"equal size (40224 bytes) — new uses preferred "" - "" format",ct-celebrate-nursing
DEACTIVATE,2061,CT-Celebrate Nursing,ct-celebrate-nursing,ct-celebrate-nursing-plate.jpg,40224,"equal size (40224 bytes) — new uses preferred "" - "" format",
KEEP,10694,CT - Central Connecticut State University,ct-central-connecticut-state-university-v1,ct-central-connecticut-state-university.gif,96621,"equal size (96621 bytes) — new uses preferred "" - "" format",ct-central-connecticut-state-university
DEACTIVATE,2043,CT-Central Connecticut State University,ct-central-connecticut-state-university,ct-central-connecticut-state-university-plate.gif,96621,"equal size (96621 bytes) — new uses preferred "" - "" format",
KEEP,10705,CT - Children First Foundation,ct-children-first-foundation-v1,ct-children-first-foundation.gif,97093,"equal size (97093 bytes) — new uses preferred "" - "" format",ct-children-first-foundation
DEACTIVATE,2062,CT-Children First Foundation,ct-children-first-foundation,plate_2062_1774304466.gif,97093,"equal size (97093 bytes) — new uses preferred "" - "" format",
KEEP,10706,CT - City Of Meriden,ct-city-of-meriden-v1,ct-city-of-meriden.gif,101217,"equal size (101217 bytes) — new uses preferred "" - "" format",ct-city-of-meriden
DEACTIVATE,2069,CT-City of Meriden,ct-city-of-meriden,ct-city-of-meriden-plate.gif,101217,"equal size (101217 bytes) — new uses preferred "" - "" format",
KEEP,10707,CT - City Of Norwich,ct-city-of-norwich-v1,ct-city-of-norwich.gif,103784,"equal size (103784 bytes) — new uses preferred "" - "" format",ct-city-of-norwich
DEACTIVATE,2070,CT-City of Norwich,ct-city-of-norwich,ct-city-of-norwich-plate.gif,103784,"equal size (103784 bytes) — new uses preferred "" - "" format",
KEEP,10731,CT - Classic Vehicle,ct-classic-vehicle-v1,ct-classic-vehicle.jpg,60071,"equal size (60071 bytes) — new uses preferred "" - "" format",ct-classic-vehicle
DEACTIVATE,2079,CT-Classic Vehicle,ct-classic-vehicle,ct-classic-vehicle-plate.jpg,60071,"equal size (60071 bytes) — new uses preferred "" - "" format",
KEEP,10689,CT - Connecticut Greenways,ct-connecticut-greenways-v1,ct-connecticut-greenways.gif,101153,"equal size (101153 bytes) — new uses preferred "" - "" format",ct-connecticut-greenways
DEACTIVATE,2019,CT-Connecticut greenways,ct-connecticut-greenways,ct-connecticut-greenways-plate.gif,101153,"equal size (101153 bytes) — new uses preferred "" - "" format",
KEEP,10684,CT - Connecticut Knights Of Columbus,ct-connecticut-knights-of-columbus-v1,ct-connecticut-knights-of-columbus.gif,87230,"equal size (87230 bytes) — new uses preferred "" - "" format",ct-connecticut-knights-of-columbus
DEACTIVATE,2052,CT-Connecticut Knights of Columbus,ct-connecticut-knights-of-columbus,ct-connecticut-knights-of-columbus-plate.gif,87230,"equal size (87230 bytes) — new uses preferred "" - "" format",
KEEP,10708,CT - Cure Kids Cancer,ct-cure-kids-cancer-v1,ct-cure-kids-cancer.gif,94275,"equal size (94275 bytes) — new uses preferred "" - "" format",ct-cure-kids-cancer
DEACTIVATE,2063,CT-Cure Kids Cancer,ct-cure-kids-cancer,ct-cure-kids-cancer-plate.gif,94275,"equal size (94275 bytes) — new uses preferred "" - "" format",
KEEP,10709,CT - Cure Prostate Cancer,ct-cure-prostate-cancer-v1,ct-cure-prostate-cancer.png,155047,"equal size (155047 bytes) — new uses preferred "" - "" format",ct-cure-prostate-cancer
DEACTIVATE,2064,CT-Cure Prostate Cancer,ct-cure-prostate-cancer,ct-cure-prostate-cancer-plate.png,155047,"equal size (155047 bytes) — new uses preferred "" - "" format",
KEEP,10734,CT - Disabled American Veterans,ct-disabled-american-veterans-v1,ct-disabled-american-veterans.gif,97087,"equal size (97087 bytes) — new uses preferred "" - "" format",ct-disabled-american-veterans
DEACTIVATE,2025,CT-Disabled American Veterans,ct-disabled-american-veterans,ct-disabled-american-veterans-plate.gif,97087,"equal size (97087 bytes) — new uses preferred "" - "" format",
KEEP,10691,CT - Federated Garden Clubs Of Connecticut,ct-federated-garden-clubs-of-connecticut-v1,ct-federated-garden-clubs-of-connecticut.gif,103729,"equal size (103729 bytes) — new uses preferred "" - "" format",ct-federated-garden-clubs-of-connecticut
DEACTIVATE,2082,CT-Federated Garden Clubs of Connecticut,ct-federated-garden-clubs-of-connecticut,ct-federated-garden-clubs-of-connecticut-plate.gif,103729,"equal size (103729 bytes) — new uses preferred "" - "" format",
KEEP,10710,CT - Ferrari Club Of America,ct-ferrari-club-of-america-v1,ct-ferrari-club-of-america.gif,93127,"equal size (93127 bytes) — new uses preferred "" - "" format",ct-ferrari-club-of-america
DEACTIVATE,2080,CT-Ferrari Club of America,ct-ferrari-club-of-america,ct-ferrari-club-of-america-plate.gif,93127,"equal size (93127 bytes) — new uses preferred "" - "" format",
KEEP,10711,CT - Fidelco Guide Dog Foundation,ct-fidelco-guide-dog-foundation-v1,ct-fidelco-guide-dog-foundation.gif,96464,"equal size (96464 bytes) — new uses preferred "" - "" format",ct-fidelco-guide-dog-foundation
DEACTIVATE,2065,CT-Fidelco Guide Dog Foundation,ct-fidelco-guide-dog-foundation,ct-fidelco-guide-dog-foundation-plate.gif,96464,"equal size (96464 bytes) — new uses preferred "" - "" format",
KEEP,10712,CT - Firefighters Of Connecticut,ct-firefighters-of-connecticut-v1,ct-firefighters-of-connecticut.gif,94278,"equal size (94278 bytes) — new uses preferred "" - "" format",ct-firefighters-of-connecticut
DEACTIVATE,2072,CT-Firefighters of Connecticut,ct-firefighters-of-connecticut,ct-firefighters-of-connecticut-plate.gif,94278,"equal size (94278 bytes) — new uses preferred "" - "" format",
KEEP,10735,CT - First Company Governors Foot Guard,ct-first-company-governors-foot-guard-v1,ct-first-company-governors-foot-guard.gif,64571,"equal size (64571 bytes) — new uses preferred "" - "" format",ct-first-company-governors-foot-guard
DEACTIVATE,2026,CT-First Company Governors Foot Guard,ct-first-company-governors-foot-guard,ct-first-company-governors-foot-guard-plate.gif,64571,"equal size (64571 bytes) — new uses preferred "" - "" format",
KEEP,10736,CT - First Company Governors Horse Guard,ct-first-company-governors-horse-guard-v1,ct-first-company-governors-horse-guard.gif,104488,"equal size (104488 bytes) — new uses preferred "" - "" format",ct-first-company-governors-horse-guard
DEACTIVATE,2027,CT-First Company Governors Horse Guard,ct-first-company-governors-horse-guard,ct-first-company-governors-horse-guard-plate.gif,104488,"equal size (104488 bytes) — new uses preferred "" - "" format",
KEEP,10737,CT - Flag Style Veteran Motorcycle,ct-flag-style-veteran-motorcycle-v1,ct-flag-style-veteran-motorcycle.gif,78162,"equal size (78162 bytes) — new uses preferred "" - "" format",ct-flag-style-veteran-motorcycle
DEACTIVATE,2028,CT-Flag-Style Veteran Motorcycle,ct-flag-style-veteran-motorcycle,ct-flag-style-veteran-motorcycle-plate.gif,78162,"equal size (78162 bytes) — new uses preferred "" - "" format",
KEEP,10685,CT - Fraternal Order Of Police,ct-fraternal-order-of-police-v1,ct-fraternal-order-of-police.gif,94679,"equal size (94679 bytes) — new uses preferred "" - "" format",ct-fraternal-order-of-police
DEACTIVATE,2073,CT-Fraternal Order of Police,ct-fraternal-order-of-police,ct-fraternal-order-of-police-plate.gif,94679,"equal size (94679 bytes) — new uses preferred "" - "" format",
KEEP,10739,CT - Gold Star Family,ct-gold-star-family-v1,ct-gold-star-family.jpg,42037,"equal size (42037 bytes) — new uses preferred "" - "" format",ct-gold-star-family
DEACTIVATE,2030,CT-Gold Star Family,ct-gold-star-family,ct-gold-star-family-plate.jpg,42037,"equal size (42037 bytes) — new uses preferred "" - "" format",
KEEP,10686,CT - Grand Lodge Of Connecticut,ct-grand-lodge-of-connecticut-v1,ct-grand-lodge-of-connecticut.gif,99316,"equal size (99316 bytes) — new uses preferred "" - "" format",ct-grand-lodge-of-connecticut
DEACTIVATE,2053,CT-Grand Lodge of Connecticut,ct-grand-lodge-of-connecticut,ct-grand-lodge-of-connecticut-plate.gif,99316,"equal size (99316 bytes) — new uses preferred "" - "" format",
KEEP,10740,CT - Greater Hartford Chapter Of The 82Nd Airborne,ct-greater-hartford-chapter-of-the-82nd-airborne-v1,ct-greater-hartford-chapter-of-the-82nd-airborne.gif,90183,"equal size (90183 bytes) — new uses preferred "" - "" format",ct-greater-hartford-chapter-of-the-82nd-airborne
DEACTIVATE,2031,CT-Greater Hartford Chapter of the 82nd Airborne,ct-greater-hartford-chapter-of-the-82nd-airborne,ct-greater-hartford-chapter-of-the-82nd-airborne-plate.gif,90183,"equal size (90183 bytes) — new uses preferred "" - "" format",
KEEP,10724,CT - Hartford Whalers,ct-hartford-whalers-v1,ct-hartford-whalers.png,150656,"equal size (150656 bytes) — new uses preferred "" - "" format",ct-hartford-whalers
DEACTIVATE,2054,CT-Hartford Whalers,ct-hartford-whalers,ct-hartford-whalers-plate.png,150656,"equal size (150656 bytes) — new uses preferred "" - "" format",
KEEP,10713,CT - Iuoe Local 478,ct-iuoe-local-478-v1,ct-iuoe-local-478.gif,93532,"equal size (93532 bytes) — new uses preferred "" - "" format",ct-iuoe-local-478
DEACTIVATE,2055,CT-IUOE Local 478,ct-iuoe-local-478,ct-iuoe-local-478-plate.gif,93532,"equal size (93532 bytes) — new uses preferred "" - "" format",
